,brand,color,color_group,gearbox,drive,fuel_type,city,city_group,base_model,car_class,mileage,power_1,power_2,model_popularity,age,generation,is_new,is_restyling,is_pro,is_max,is_premium,price
173,Haval,серый,Нейтральные,робот,полный,Бензин,Сухарево,Прочие города,Dargo,Crossover,40 000,2.0,192,5,2.0,1,False,0,0,0,0,2500000.0
174,Chery,серый,Нейтральные,робот,передний,Бензин,Подольск,Московская область,Tiggo,Other,27 000,1.5,147,270,2.0,1,False,1,0,0,0,2100000.0
175,Geely,серый,Нейтральные,робот,передний,Бензин,Калуга (160 км от Москвы),Ближние регионы (до 200 км),Preface,Sedan,10 000,2.0,200,21,1.0,1,False,0,0,0,0,2650000.0
176,Haval,чёрный,Нейтральные,робот,полный,Бензин,Электроугли,Прочие города,Dargo X,Crossover,13 000,2.0,192,2,1.0,1,False,0,0,0,0,2750000.0
177,Haval,белый,Нейтральные,робот,полный,Бензин,Егорьевск,Прочие города,F7,Luxury SUV,19 536,1.5,150,21,3.0,1,False,1,0,0,0,2040000.0
178,Chery,серый,Нейтральные,вариатор,передний,Бензин,Владимир (170 км от Москвы),Ближние регионы (до 200 км),Tiggo,Other,67 000,1.5,147,270,3.0,1,False,0,1,0,0,1700000.0
179,Chery,белый,Нейтральные,робот,передний,Бензин,Мытищи,Московская область,Arrizo,Sedan,10 900,1.6,186,19,2.0,1,False,0,0,0,0,2450000.0
180,Chery,чёрный,Нейтральные,вариатор,передний,Бензин,Тимохово,Города-спутники,Tiggo,Other,102 616,1.5,147,270,3.0,1,False,0,1,0,0,1200000.0
181,Haval,белый,Нейтральные,механика,полный,Бензин,Лобня,Московская область,H6 Red Label Sport,SUV,99 564,1.5,143,1,7.0,1,False,0,0,0,0,1049000.0
182,Chery,пурпурный,Экзотические,робот,передний,Бензин,Братеево,Москва,Tiggo,Other,47 000,1.5,147,270,3.0,1,False,1,0,0,0,1850000.0
183,Chery,белый,Нейтральные,вариатор,передний,Бензин,Химки,Московская область,Tiggo,Other,15 574,1.5,147,270,3.0,1,False,0,1,0,0,1750000.0
184,Chery,жёлтый,Тёплые,вариатор,передний,Бензин,Тимохово,Города-спутники,Tiggo,Other,80 142,1.5,113,270,3.0,1,False,0,1,0,0,910000.0
185,Chery,жёлтый,Тёплые,вариатор,передний,Бензин,Тимохово,Города-спутники,Tiggo,Other,80 142,1.5,113,270,3.0,1,False,0,1,0,0,910000.0
186,Chery,чёрный,Нейтральные,вариатор,передний,Бензин,Тимохово,Города-спутники,Tiggo,Other,55 814,1.5,113,270,3.0,1,False,0,1,0,0,967000.0
187,Haval,зелёный,Холодные,автомат,полный,Бензин,Тверь (160 км от Москвы),Ближние регионы (до 200 км),H9,SUV,6 166,2.0,218,10,1.0,2,False,0,0,0,0,4095000.0
188,Geely,серый,Нейтральные,робот,передний,Бензин,Щёлково,Московская область,Coolray,Crossover,73 000,1.5,150,124,2.0,1,False,0,0,0,0,1800000.0
189,Chery,белый,Нейтральные,вариатор,передний,Бензин,Исаково,Города-спутники,Tiggo,Other,28 804,1.5,147,270,2.0,1,False,0,1,0,0,2027025.0
190,Chery,чёрный,Нейтральные,механика,передний,Бензин,Волоколамск (100 км от Москвы),Ближние регионы (до 200 км),Tiggo,Other,131 000,2.4,129,270,18.0,1,False,0,0,0,0,300000.0
191,Geely,чёрный,Нейтральные,робот,передний,Бензин,Подольск,Московская область,Okavango,Other,19 800,2.0,200,7,2.0,1,False,1,0,0,0,2850000.0
192,Haval,жёлтый,Тёплые,робот,передний,Бензин,Тверь (160 км от Москвы),Ближние регионы (до 200 км),Jolion,Crossover,145 436,1.5,143,32,3.0,1,False,0,0,0,0,1100000.0
193,Haval,чёрный,Нейтральные,робот,полный,Бензин,Пушкино,Прочие города,Jolion,Crossover,36 500,1.5,150,32,1.0,1,False,1,0,0,0,2100000.0
194,Chery,чёрный,Нейтральные,вариатор,передний,Бензин,Суздальский район (180 км от Москвы),Ближние регионы (до 200 км),Tiggo,Other,7 000,1.5,147,270,2.0,1,False,1,1,0,0,1600000.0
195,Geely,белый,Нейтральные,автомат,полный,Бензин,Егорьевск,Прочие города,Atlas,SUV,7 200,2.0,200,132,1.0,2,False,0,0,0,0,3150000.0
196,Chery,чёрный,Нейтральные,вариатор,передний,Бензин,Рязань (180 км от Москвы),Ближние регионы (до 200 км),Tiggo,Other,3 000,1.5,113,270,1.0,1,False,0,1,0,0,1850000.0
197,Geely,серый,Нейтральные,робот,полный,Бензин,Калуга (160 км от Москвы),Ближние регионы (до 200 км),Atlas,SUV,6 442,1.5,177,132,1.0,1,False,0,1,0,0,2550000.0
198,Geely,серый,Нейтральные,автомат,передний,Бензин,Старая Купавна,Прочие города,Emgrand,Sedan,17 256,1.5,122,31,2.0,2,False,0,0,0,0,1695000.0
199,Chery,белый,Нейтральные,робот,передний,Бензин,Калуга (160 км от Москвы),Ближние регионы (до 200 км),Tiggo,Other,90 000,1.5,147,270,4.0,1,False,1,0,0,0,1500000.0
200,Haval,белый,Нейтральные,автомат,передний,Бензин,Лыткарино,Прочие города,H2,Other,70 000,1.5,150,3,6.0,1,False,0,0,0,0,1555555.0
201,Chery,чёрный,Нейтральные,механика,передний,Бензин,Щёлково,Московская область,Bonus,Other,79 098,1.5,109,1,10.0,1,False,0,0,0,0,630000.0
202,Haval,красный,Тёплые,робот,полный,Бензин,Люберцы,Московская область,F7,Luxury SUV,39 280,2.0,190,21,2.0,1,False,1,0,0,0,2100000.0
203,Chery,серый,Нейтральные,вариатор,передний,Бензин,Тула (170 км от Москвы),Ближние регионы (до 200 км),Tiggo,Other,4 500,1.5,147,270,2.0,1,False,0,1,0,0,1820000.0
204,Chery,белый,Нейтральные,вариатор,передний,Бензин,Подольск,Московская область,Tiggo,Other,67 000,1.5,147,270,2.0,1,False,0,1,1,0,1750000.0
205,Haval,серый,Нейтральные,робот,передний,Бензин,Северо-Западный административный округ,Москва,Jolion,Crossover,152 338,1.5,143,32,4.0,1,False,0,0,0,0,1045000.0
206,Geely,серый,Нейтральные,автомат,полный,Бензин,Мытищи,Московская область,Monjaro,Crossover,26 659,2.0,238,319,2.0,1,False,0,0,0,1,3250000.0
207,Chery,синий,Холодные,робот,передний,Бензин,Королёв,Московская область,Tiggo,Other,107 500,1.6,186,270,4.0,1,False,0,1,0,0,1790000.0
208,Geely,синий,Холодные,автомат,полный,Бензин,Обнинск,Города-спутники,Monjaro,Crossover,73 600,2.0,238,319,2.0,1,False,0,0,0,1,2900000.0
209,Geely,чёрный,Нейтральные,робот,полный,Бензин,Электросталь,Московская область,Atlas,SUV,11 272,1.5,177,132,1.0,1,False,0,1,0,0,2520000.0
210,Haval,чёрный,Нейтральные,робот,полный,Бензин,Подольск,Московская область,Jolion,Crossover,55 000,1.5,150,32,2.0,1,False,0,0,0,0,1800000.0
211,Chery,белый,Нейтральные,робот,передний,Бензин,Северо-Западный административный округ,Москва,Tiggo,Other,62 170,1.6,190,270,4.0,1,False,0,0,0,0,1635000.0
212,Haval,чёрный,Нейтральные,робот,полный,Бензин,Рязань (180 км от Москвы),Ближние регионы (до 200 км),Jolion,Crossover,9 300,1.5,150,32,1.0,1,False,1,0,0,0,2200000.0
213,Haval,чёрный,Нейтральные,робот,передний,Бензин,Одинцово,Московская область,F7,Luxury SUV,5 000,1.5,150,21,1.0,1,False,1,0,0,0,2200000.0
214,Chery,белый,Нейтральные,вариатор,передний,Бензин,Химки,Московская область,Tiggo,Other,83 707,1.5,113,270,3.0,1,False,1,0,0,0,774400.0
215,Geely,белый,Нейтральные,робот,передний,Бензин,Серпухов,Московская область,Coolray,Crossover,4 600,1.5,150,124,2.0,1,False,0,0,0,0,2000000.0
216,Geely,серый,Нейтральные,автомат,полный,Бензин,Мытищи,Московская область,Monjaro,Crossover,26 659,2.0,238,319,2.0,1,False,0,0,0,1,3250000.0
217,Geely,белый,Нейтральные,автомат,полный,Бензин,Люберцы,Московская область,Atlas,SUV,94 820,1.8,184,132,7.0,1,False,0,0,0,0,1480000.0
218,Geely,белый,Нейтральные,автомат,полный,Бензин,Краснознаменск,Прочие города,Atlas,SUV,167 611,2.4,149,132,7.0,1,False,0,0,0,0,1339000.0
219,Chery,красный,Тёплые,механика,передний,Бензин,Тверь (160 км от Москвы),Ближние регионы (до 200 км),Tiggo,Other,266 114,2.4,129,270,18.0,1,False,0,0,0,0,260000.0
220,Haval,чёрный,Нейтральные,робот,полный,Бензин,Ногинск,Московская область,Dargo,Crossover,23 000,2.0,192,5,2.0,1,False,0,0,0,0,2750000.0
221,Geely,чёрный,Нейтральные,робот,передний,Бензин,Северо-Западный административный округ,Москва,Preface,Sedan,13 245,2.0,200,21,1.0,1,False,0,0,0,0,2759000.0
222,Chery,серый,Нейтральные,робот,полный,Бензин,Архангельское,Прочие города,Tiggo,Other,11 999,2.0,197,270,1.0,1,False,1,1,1,0,2880000.0
223,Haval,серый,Нейтральные,робот,полный,Бензин,Рязань (180 км от Москвы),Ближние регионы (до 200 км),F7,Luxury SUV,55 000,2.0,190,21,3.0,1,False,1,0,0,0,2160000.0
224,Chery,серый,Нейтральные,робот,передний,Бензин,Исаково,Города-спутники,Tiggo,Other,6 644,1.6,150,270,1.0,1,False,0,1,1,0,2079000.0
225,Chery,голубой,Холодные,механика,передний,Бензин,Тверь (160 км от Москвы),Ближние регионы (до 200 км),Kimo,Other,105 044,1.3,83,1,16.0,1,False,0,0,0,0,175000.0
226,Haval,белый,Нейтральные,робот,полный,Бензин,Люберцы,Московская область,F7,Luxury SUV,80 000,1.5,150,21,6.0,1,False,0,0,0,0,1590000.0
227,Geely,зелёный,Холодные,автомат,полный,Бензин,Сергиев Посад,Прочие города,Monjaro,Crossover,10 000,2.0,238,319,2.0,1,False,0,0,0,1,3500000.0
228,Geely,красный,Тёплые,робот,передний,Бензин,Красногорск,Московская область,Coolray,Crossover,79 325,1.5,150,124,4.0,1,False,0,0,0,0,1600000.0
229,Haval,белый,Нейтральные,робот,передний,Бензин,Тимохово,Города-спутники,Jolion,Crossover,137 383,1.5,143,32,3.0,1,False,0,0,0,0,1050000.0
230,Chery,серый,Нейтральные,робот,полный,Бензин,Истра,Прочие города,Tiggo,Other,27 928,2.0,197,270,3.0,1,False,0,1,1,0,2400000.0
231,Chery,чёрный,Нейтральные,механика,передний,Бензин,Тула (170 км от Москвы),Ближние регионы (до 200 км),Tiggo,Other,45 852,1.6,119,270,12.0,1,False,0,0,0,0,650000.0
232,Geely,белый,Нейтральные,робот,передний,Бензин,Солнечногорск,Прочие города,Coolray,Crossover,155 277,1.5,150,124,3.0,1,False,0,0,0,0,1490000.0
233,Chery,серый,Нейтральные,автомат,передний,Гибрид,Тверь (160 км от Москвы),Ближние регионы (до 200 км),Tiggo e+,Other,37,1.5,235,3,2.0,1,False,0,1,0,0,2695000.0
234,Chery,зелёный,Холодные,механика,передний,Бензин,Владимир (170 км от Москвы),Ближние регионы (до 200 км),Tiggo,Other,283 000,1.9,132,270,17.0,1,False,0,0,0,0,170000.0
235,Geely,белый,Нейтральные,вариатор,передний,Бензин,Москва,Москва,Vision X3,Other,43 270,1.5,109,4,4.0,1,False,1,0,0,0,1003000.0
236,Chery,Ultra Black,Нейтральные,робот,передний,Бензин,Москва,Москва,Arrizo,Sedan,0,1.6,150,19,1.0,1,True,0,0,0,0,2331000.0
237,Chery,Ultra Black,Нейтральные,робот,передний,Бензин,Москва,Москва,Arrizo,Sedan,0,1.6,150,19,1.0,1,True,0,0,0,0,2317000.0
238,Chery,белый,Нейтральные,вариатор,передний,Бензин,Москва,Москва,Tiggo,Other,26 000,1.5,156,270,4.0,2,False,0,0,0,0,1300000.0
